review,sentiment
the sizing is way smaller than your own size,0
unresponsive seller i just received ordered just to cut the hassle seller not responsive will not order again inaask maybe because you really logo to the umbrella or if you ginurihan,0
not willing to refund or send a new set pensive face deeply disappointing,0
bad customer service i texted to ask see can update new add if not i can cancel my order they dont reply at all finally i need come my old house to collect item,0
good received riject ada bolong nya harusnya is checked before send,0
i wa just next to my main door when the delivery man pressed my door bell and i opened the door like second after that and he wasn t even there any i heard the lift door closing so he basically just throw the item on the floor inside my gate and run off with no aim to check if owner at home,0
thin fabric wearing hot buy the biggest size and that population such a swimwear short medium medium tight austria hr hr pant are not worth the money shop serf no good,0
ordered this for an event but delivery wa extremely slow and it only arrived a week after the downcast face with sweat,0
those who are thinking of buying from this seller think twice i received broken good when i unpacked protection wa inadequate i contacted seller and no action ha been taken one of the worse experience i have encountered this will be my last transaction with seller,0
product and the seller s service so nice but the delivery service is very poor a the posman just threw the thing in front the house never contact consignee also what if the thing inside damaged so what s the purpose of phone number it better if the seller choose other delivery service,0
nice quality i buy bra black only i get but white colour is missing but thank never buy again this shop not recommend,0
size is too small pensive face,0
delivery time product are really small used to make a tightness in the body difficulty elongation,0
good si but unfortunately ganyala nya light sound too umm the next time that mandate yaa checked first before i udh ngeluarin sent me a sizable money unamused face smirking face smiling face i ngeluari,0
colour shade is totally different from picture attached photo is the colour difference when i swatched on my lip and hand texture is too buttery and thin product doe not stay on skin at all shade bought is and on lip is shade,0
le shipping good is not complete when the status of the stock banyak do not want to hurt the buyer is responsible when sudah di chat jngn le to send the good,0
just give urself a break and buy the original one from the official store this wa a waste of money time the speaker last like min even though i charge it for harus then it s out of batt haha contacted the owner but he she refused to reply back so i m being a salty customer,0
response long long juga delivery sorry i can honestly say,0
poor quality stand keep sliding down each time it s extended no grip padding sticker came with this for me item wa not checked properly to see if it is in the box not recommended,0
image is not clear and blurry can t expect much for the price paid,0
waited for almost one month until neck long long even my order from korea and china all delivered in not more than week vendor from kl even if they walked here would have arrived earlier might a well order from china,0
different from the photo when we decided to buy we choose dark blue delivered dark green with black bow quite disappoint,0
soap dispenser working for a few time only and not functioning anymore pump not working no pumping sound completely only green led and sensor is working but no bubble from dispenser still waiting for warranty or partial refund still no response from seller yet,0
my item came with only flavour instead of and the packet were covered with oil wasn t sure which packet wa leaking,0
product were all poorly packed and damaged upon received,0
i did not receive of the item when asked reply in a simple way not sure sending or refund yes or no to what will avoid buying fm them,0
show delivered but did not receive the item,0
look nice but doe not work on pc no charging cable wa given too,0
seam le intensive please tune in again make no yaa to despair,0
item no but still on display in the store catalog,0
item doesn t work it doesn t even charge,0
no it is not big akmost a keychain size,0
no instruction manual,0
missing dress i been waiting for month and this is what a got,0
it is not working however the bottom light is lit up none of the port work even with my original cable pathetic texted seller and he she not responsive despite being online just mia,0
disappointing advertised playing time is hour exaggerated checked and confirm by customer service that play time is hour however after fully charged the battery lasted for hour only not worth the price will not purchase again c wa nice to offer coupon for next purchase tho,0
order l size short come the size l in different big small,0
angry received but can not use seller sent to me one not working at all want to refund this,0
counterfeit under armour shirt they just print the logo on the shirt cheap material,0
sorry that i love dislike bunny hatnya because the other one did not nyalaa keep that flame but only lagi separuh only just who left dislike,0
i whitish eye will look younger in it the product ha been very good,0
do not buy this item waste of money i bought two and none of them are properly working delayed and static voice other pod is not working no way to return the item,0
not working dislike,0
bad cloth,0
i had received only case where is the bluetooth bud,0
ordered packet of g rubber band received only x g what is this,0
not very satisfied with the product because there are quite a few of random hole that i have no idea what they re there for the case is a little loose on the side of the case make it feel like it s not a protective a it should be,0
i order style number and receive is style num expressionless face wrong item im super disappointed please don t in this shop b tch,0
the button is not complete kak but already is looking forward to his seller but instead disappointed please check the quality of good on again before being sent so that other costumer not disappointed like me,0
the ball is dented in with no light message seller but no reply or response,0
disappointed with this too small then the tag sticker on top of the furr i took out confirm spoilt not nice waited very long just to receive this ugly thing waste of money,0
waiting for this one i message the seller that piece is missing and she said they send it to me come in change white medium star when my purchase arrive thank you seller,0
quick service but the result that can be somewhat le satisfied heart can hampir foul nk dislike,0
the red but green but it s the same color he is,0
sprinkling what skali sma tidak,0
the product do not original the product quality is not good,0
xxl fit but not at me hahaha lintek size that those good quality i just do use choose for sure big small anyway sleepy face,0
delivery too long,0
very disappointed material different a photo look like a reject stuff,0
unresponsive seller,0
the product do not work in the former bilangin baik bukan mobil malah use this car even run away cet ny car,0
the product do not original,0
i never received my order and ask for refund and i don t know how can the seller make my refund into completed i am regular shoper from shopee and this is my first encounter,0
very very disappointed with the packaging,0
the case is super thin unlike what i use to buy and did not have the raised bezel that protects the screen,0
quality no good after wash st time,0
disappointed bad material,0
i had not receive my item at all what happen,0
give one chance because send the wrong itemsecond chance send me broken thing,0
worst bloody product ever spoilt the nd day completely no sound can be heard,0
product quality very kem men bloom purchased do not bloom guidelinesdislikepackaged product is poor though not expensive but worthwhile both baking,0
received a torn one and when i contacted her to ask if i could get an exchange she said she would refund me but did not reply until now when i ask how will she refund me,0
cutting is not accurate i bought piece both xl size hoping to keep for a few more month before my kid can use but it is really too small the xl size is more like s size won t buy this again,0
no response on chat and this is the product s condition when i opened the package i want a refund,0
tweezer fragmentary in flip camera can not disappointed face,0
order maple pea but received soy bean and no response from seller when asking about this issue very disappointed,0
it turned out really small scarf,0
packaging wa torn and rewrapped with clingwrap delivery wa later than expected by two day,0
broken item,0
didn t work a expected with my nespresso machine coffee is slow to come through and weak stopped using it after first few attempt,0
i order item from seller but only receive item,0
only receive this without a base i wan to ask the seller to refund all but he only refund me i also dun know wat to do with this with no base,0
my son only used the bag for le than a week and both the zip ha spoiled,0
small size,0
the lipstick broke inside,0
it s big in the picture but in actual it s so small,0
item received today the material is hard disappointed face,0
dress not the same and inaccurate measurement,0
buy being sent only one disappointed the unamused face yaa how to anymore pengennya other one shipped good equally a seller shopee harus know customer is number harus byk learn about sale ya admin,0
i received it and it wa spoilt the cover wa dented and it is not able to close,0
not received this item,0
i think it useless,0
good not up already said the same until skali,0
fill in the already clotted there are five field of healthy noodle bonus anyway tapi udh dlm expired matter of day,0
received in good condition item is well protected however item doe not work tried a few card reader device,0
packed bad the burst pen a lot of disappointment,0
promptly delivery just bed sheet a little bit dirty wash twice the stain also there,0
spotted a stain on the zipper of the swaddle stained still exist after wash the company decided to give voucher for only half of the price of the swaddle,0
not worth the very soft compare to those melamine sponge i rather get from daiso try to clean also not effective,0
box came with seal already torn and tempered glass broken have contacted seller and hope they will send me a replacement thanks,0
poor quality and cutting thin padding and very strong rubber smell,0
can t be connected to my mac book,0
the sponge inside disintegrated did not use at all doesn t,0
arrived rolled up like this plastic is scratched dented and deformed can t be used at all,0
this is a second purchase of the same item disappointing quality,0
quality not expected hope seller to improved on it,0
the tissue box lid wa already broken before i opened it,0
damaged defective item i pkicheck well dont no damage she replied that nman po me close but still sent hayst not to accept client huhu,0
doesn t seem to be the same size a shown in the picture shown alot smaller than expected,0
her message of what the coming of what,0
good quality fast delivery low price thanks,0
disappointed with the packaging when received alr open and condition quite bad,0
xl wa short and sleeve too shortdislike,0
cuman packingnya who make me confused diskette printed bubble wrap but it wa fitting came not bubble wrap cardboard pocket but if indeed gt properly written jangan bubble donk hr new standard packaging kirim respon slow seller bargain price,0
only used once and it doesnt work after charging the blade is not strong enough to blend fruit too i tried blending avocado and it didnt work contacted seller about it and seller only asked me to email in about the situation and no other advice,0
the quality is not a good a it wa shown in the picture and there wa no padding at all,0
small sixe clothes if you wear size xl l better amik,0
diaper arrive but receive the old stock that manufactured back in dec,0
wrong product sent please refund the price this asap thanks,0
quality is very bad but expected bcos of the price will not recommend anyone to buy quality look like cardboard,0
item received but is not a what show in the photo is a small key chain and not able to play at all,0
not nice material polyester too bad i wish i could return it,0
seller said bed will be received within day upon ordering called me day after i placed the order and told me will deliver only week after opted for leg with additional fee reminded time on call say ok but when the bed came the delivery men say no stock,0
order king size arrive queen,0
worst purchase i ever had refuse to refund worst experience ever in my life will never purchase from here ever again,0
threw them away couldn t even fit my fitbit,0
faulty product spoil on the first day of usage messaged the person in chinese and he replied told me to change the charging cable and try again i changed and messaged him it doesn t work he did not reply,0
i used for a week it came off from my screen dislike,0
blank screen after day,0
instead of sending that one doe not have to blame it tanin little but it look very striking moi offend many color themselves do not have it plus at the shop to cater to client rather than to see it to deliver the apology tell me that doe not sound like that very often i can only apologize everyone want to be the good of that money to the moi it s worth the money paid,0
i have placed the order and waited for a month but i didn t receive this item and shopee automatically set to delivery mode after one extension finally seller is going to send money back but still it is processing and also i need to wait for get back my coin after money pay by seller,0
the mask quality itself is good however the mask do not have a metallic strip for the nose bridge unsure what is replace for strip it can only mould to a certain extend therefore it can not seal properly it defeat the purpose of having a good seal but flat nose people might not be a problem,0
bad quality the face of the keychain wa stick with other paint dislike,0
carefully packaged but poor product quality cake in the box being crushed all almost k intact are not worth the money,0
opened the new tube and there wa a brown liquid inside,0
tube container is being bent when received not the usual hard tube container expected from yonex shuttlecock have yellowish old looking feather doesn t look promising yet to try out though,0
item is very loose and not secured phone easily fall while cycling not recommended,0
my order is xl but come m l why like thise my husband can not wear it couse of your wrong size send to him disappointed,0
the table already broken in the carton kindly advise for the refund,0
inappropriate good order not sewn seam belt,0
the product quality is not good price nyesel ihhh ko content atw powder foam sihh bsah bener outside expectasi it mah least time disposable consumables juga loudly cry face,0
different item,0
bad no crispness and fat just a good to be premature so long,0
patah broken when i open the parcel face screaming in fear,0
the quality very bad i just hang a few clothes and the entire thing collapsed,0
product worn on the platform only hand always,0
don t even bother to buy item wa a describe hair stick onto the red piece n not inside a claimed i have since thrown it in dustbin not worth buying at all,0
poor service had put up a request while ordering seller never even tried to contact,0
order item of it missing n seller nvr inform,0
poor quality product button fell off le than a month,0
received item take very long time then expected date product test fm channel keep on jumping to other channel not worthy to purchase label stick out and bad frequency receiver noisy,0
x the price is more expensive than other store pdhal product are also the same continue to step content baseball mouth full only half a bottle doang,0
it broken,0
if it s possible i would even give star i never ever received my order never received any reply from this irresponsible seller regarding my order and my order wa mysteriously marked completed avoid this seller at all cost,0
bought the size m received size i am not sure if it s the correct one but it is way smaller than expected can t complain about the quality though for it price but seller should specify the sizing correctly,0
don t judge by it cover,0
very small,0
not satisfied with the state of the needle winder often die alone,0
bad delivery speed there are enough bad wenshan national chengchi university said the remote mountainous area initially said compliance would be no compensation for the loss of hour now and then they said do not do chengchi remote area known to be hour sad sad goodwill service,0
quality is bad and flimsy the hdmi cable get stuck in the adapter become bend and not useable,0
did not receive anything don t know why here state delivery completed will blacklist this company scam,0
empty color other color change without notice,0
wrong color and size received but the quality of the item is good,0
item ordered wa not receive i suppose they sent the wrong item,0
good in accordance with the price this price of k a small pillow not neat stitching the fabric rough so there putih mouth stuck on all side and kera dong if you want to buy a nice reply pillow that cost over k,0
ordered two one is working fineother is faulty product which seller refunded amount after several discussion,0
low quality merchandise and size is too small for a xl,0
a u can see have many foot print and also a lot of defect call in they do recovery within a day but the second item came the door look were inaccurate door have sound and also some defect wanted to do rd recovery no longer want to entertain a raya is coming deliveryman cant understand eng,0
fast delivery and good seller tapi response prodak quality is not good fd ill b in using sorry value in fox,0
it smell really bad and i tried washing it but the smell wont go away,0
buy a size l into very small not even at the waist,0
order one nb n one size s delivered both size s refused to answer feedback on wrong size despite many email n feedback sent shopee mediated refund only if i sent back the good at my own cost i suggested exchange of nb if they had but they just kept mum n didn t bother to response,0
item not received please refund,0
bad quality blade is not sharp make me wonder why there are so many high rating dislike,0
ordered dark grey get this colour and the short is different from the picture,0
delivery can not stand lack of resolve are not satisfied with the service of the poor service shop shop,0
ordered a black matte plate came green requested for a change due to the wrong order seller say it too much cost ask me if i can accept the order or refund me and ask me buy the black at off first time encountering such situation where i have to buy more to get a colour right horrible,0
it s supposed to be titanium hope it s long lastingoh sorry poor quality the bit are crooked wobble when using dont buy,0
item design is not the same on the picture,0
is different from the pic shown quite disappointed,0
sorry i gave star a the colour is abit weird gold looked very orange,0
item not received at all and somebody sign on my behalf,0
the item wa delivered bubble wrapped there is no box for it first time trying out this brand the item came with a dent,0
out of container came broken perhaps seller could use better shipping packaging next time the plastic is quite brittle and will not last very long if you are constantly washing these do take note folded hand light skin tone,0
broken pencil and then i could strand dislike,0
after selling not update if problemjust pas to customer service then waiting waiting and waiting,0
delivery took day poor quality table is slanted downwards shld hv gotten the with leg table is also scratched and defected one side of the leg can t screw in properly,0
it show that come with lubricant however not given dishonest,0
button do not button well the white is rlly sheet,0
at first it look good but not very sensitive at all got to tap the phone a few time with the front cover on not good if you are texting or playing game,0
in the picture it look long but instead it is short,0
the box cumpled n opened,0
the value only for good and order do not fit i wa disappointed really,0
below expectation smelly and strong acidic smell until the whole house full with smell the stand is not stable it short even though adjusted to highest level not worth of price thumb down,0
in fact other item that i retrievable emg this bener tidak,0
once purchase shop nd returned to buy too disappointed subjective opener rotary clip not because the product is only yet lacking the most money always sp complaint nt not bother to reply and this is her missing sp,0
confirmed not original from xiaomi how can xiaomi quality be that bad play min and will cut off check with seller n give all sort of excuse avoid to buy from this vender,0
one of the fan have a cover which can not be closed down fully scared child skin might get pinched in between the rest all no issue had pm seller but no response so far,0
poor quality very flimsy edge very sharp took very long to arrive,0
the product quality is not good ask the dikirmnya red color yellow color misplaced order,0
delivery doe not meet the demand i will say it again but still to add chad wa told to look for do not reply i will have it,0
disappointed fast delivery but unable to use at all tried on both s and iphone max cant charge at all i even tried using different power bank to charge but none work,0
received item but the battery is missing msg seller but have yet to reply im still waiting be careful guy when ordering stock especially from china,0
my order never arrived oh my god no respond from the seller even how many time i message this is not cheap i want refund i paid for nothing this is not fair,0
took more than month to deliver a small stack of paper waiting a long time for a small expensive stack of paper to be delivered,0
is late for day but is okie problem is the logo is crack n spoilt super disappointed no comment,0
this i don t recommend probably rainy season that produce poor crop all mango are full of dent and crevice like when various cut made they simply consumed by worm simply have to dump them wilted flower,0
very disappointed buy serum sent mask i chat ready tidak ready to answer begini day koq still not clear,0
sure and not sure,0
disappointed who came instead of this whereas nagaraku brand message karna saya these same quality do not know no confirmation that the seller should the buyer not be disappointed may be a good input yaa kakak thanks,0
very dissaapointed can not use for netflix need to plug before use,0
seller sent out dented bra one side bra strap is missing,0
remote control ok button not working will not order again,0
very bad quality,0
i ordered maroon then the seller sends me a chat informing me that he she ran out of stock of the maroon color and will send instead a different one with the same quality etc yes it s the same quality but it s not the color i ordered for my niece who love maroon,0
ridiculous seller contacted seller coz they missed out an item they say will resend waited for week still not received contacted seller again and they say can not send it to me unless i buy more from them i told them i already bought nd time seller say it my fault for not reminding them,0
don t expect much for the price though wa advised to get size bigger the proportion of the fit wa way off for those who prefer a better fit if the length wa right the leg area we ill be baggy loose,0
i m disappointed lamb wa flowing out before awry bod unequal tilt left tilt right purchased own wrong,0
wrong item delivered frowning face,0
very disappointed description say pc of different design but received only one big pc of plain fabric instead,0
rude seller,0
some item are missing contacted seller but they only said it is updated version then don t show the picture if you are not intending to sell the exact same product claimed that piece will be sent but i received way le than promised i have given more than enough time before i commented,0
very bad experience from seller worst suck lousy gimmick liar don t buy from them k what the heck wasting time and money too,0
super long local delivery ordered on may but received today on may you will get response from seller so you have been warned chair assembly is straightforward you can get better response from overseas seller so go for it since overseas delivery is probably faster than local,0
used one is original the brand new one is from this shop color is different texture is different,0
price is low bought it for fun look damn fake a expected although the clipon is good,0
pesennya hell bright red kayak photographed but who came beginian color hm let the star who speak,0
not play well too bad move,0
i order queen size but got super single,0
not working and seller requested for photo which done so and nth been done,0
if you would like to buy it to change it mind very shoddy good the worst not even worth paying double to baht per night at the bulge came up to my foot no vice lint off season,0
received with disappointment color is a lot dull than picture seller is unwilling to refund and mention physical will be different from picture do not buy if you want to get the same color from the picture,0
pc not pair arrived,0
defective bearing shaped perforation hole need very disappointed,0
received fast delivery edit have to edit the review a the bottle wa very hard to screw to make it close there s always a leakage message the seller and provided them with picture but no recovery wa done i dont think it s a real comotomo waste of money straight into the dustbin,0
this is the worse frying pan i ve ever used even with oil it stick to the pan after washing there are brown stain which can not be washed away in the attached picture is the first attempt to the agent if you see this i would like a refund,0
it s flimsy and the corner already squashed when it arrived the quality is like a takeaway bento box,0
i did not receive the item,0
very thin sock cheap but uncomfortable won t buy againn,0
the product quality is not good bahanx too thin out of tune with the image,0
nyesel buy cream here fitting datang tidak creamnya appropriate it smell strange and his mlm cream white lump so snugly hold the new x ky wheat the purchase of cream hn palsuuu trader are not trustworthy syg money buy cream fitting datang disappointed lsg di waste,0
good not in accordance with the drawing small bangat such a small toy not strong plastic mushy which broke out again disappointed bangat lwpun cheap price but disappointed so far i have been shopping at shopee not ever in kecawain only this time,0
come quickly but the suction is not working it not sticking at all inexpensive ala anyway,0
hm not same a the picture don t have zipper and smell rubber confounded face i know i bought cheap but at least be honest with what you are selling totally different from sleepy face weary face,0
full screen not enough thumb down,0
no bubble for me too after minute,0
send an atypical model to return but the return wa not easy ordered the elderly if the recipient must return the good sent out po or kerry own it seemed much more next time please check the good before shipment do not give birth to other customer again poor people do not return,0
not working waste of money,0
item received with deep scratch delivery just leave it at the doorstep without informing,0
item not working when i received it long list of problem tried to contact the shop but no reply from them contacted shopee but they have been dragging the problem for the past day,0
delivery took too long about a month,0
being sent not by order without first confirmation,0
ask question nor reply to something really bad is not the same austrian guest also said that buyer are not embarrassed to pick up hungry i had to pick up finished to see your family sent a bad lot completely different face to say that the buyer is the austrian off very very bad to burst,0
bought this set at by using the chop voucher the food wa tasty but the service at zhongshan mall wa bad every container to charge at cent including the small plastic for the small spring roll they don t welcome chop vr then why they want to do the promotion at chop,0
cutting so small so disappointed,0
item is very very thin it will not serve the purpose not worth buying,0
i have not received my package,0
took very long to deliver more than week customer service do not have any tracking number or clue to when it will be deliver also very unresponsive,0
pod were not working ordered pod only received went back on forth with seller for at least week for a refund ha to dispute to shopee to get my refund disappointed will not recommend,0
the size chart too small,0
a few key are faulty and not responsive,0
paid after discount fr for this small portion of cockle also not worth the value will not buy again,0
delivery wa prompt albeit poor built quality touch and feel is cheap think twice before you pay double for half the quality of what you can get from a pasar malam,0
connector broke after a few day,0
it is suitable for the rainy season because the cotton fabric not suitable for jalan it material suitable for home alone,0
cute but very thin material,0
it s a very tiny each sign is very small about herself,0
receive the item tested no issue only missing one free item,0
doesn t fit well very low quality not even close to fit on airpod pro worth le instead of buying this i could burn the money out,0
just received my parcel i have no idea why my item received pm plus but they update at pm write have received my item then i chat with customer service tell me do return refund my item so long i use with this app but never happen this before i think maybe they delivery wrong address,0
look completely different from the photo is an out dated cutting,0
product is fake came from china f and a have spacing in the word facial k is capitalised in the word skin product packaging wa damaged and torn seller wa pretty rude a well,0
seller pls inform ur delivery man not to deliver the item to the customer at am it s a nightmare,0
too small for nespresso machine doe not work,0
and the ugly picture is not clear very disappointing,0
not working just after one week of use lousy quality,0
if there s a rating lower than star i di definitely give it to you now think gon na fool me the shaker that gave me is from absolut vodka this only for free when buy bottle face with tear of joy different what other s received do not order in shop ever,0
purchased a case previously it didn t stick well and had bubble after getting wet purchased a screen protector instead the screen protector doesn t even stick all the way the end are popped up they replaced me with a new cover just hope it doesn t have bubble this time round,0
fake one definitely not wasted my money shouldn t have clearly clicked order received first before i test it out writing speed around mbps and mbps lul,0
very different from picture dishonest seller,0
good not send back the flame udh k post office philip barang nyampe ny refund declined gimana nh where good pesenan orang loudly cry face,0
good not in accordance with the drawing perhaps a new cat treatment until more gaunt face shape,0
the product quality is not good response baik bhan pnjual sangat tipi ukuran kcillll,0
unable to use spoilt wasted purchase asked to send evidence via video took a couple of video and all unable to upload due to small upload space even when i tried to shortcut and take a quick one already is too big for the space this is a daylight scam becareful and shoppee service is bad,0
i order last week but not working i give to my best friend then she say doesn t have light i try to contact them to replaced but they always say hold on until this moment no more reply come from them regarding my concern very unfair my friend so disappointed so much,0
look small compared to size that i bought fr other seller material not stretchable,0
very poor quality easily broken and torn please don t waste money buying this,0
disappointed when le than item and no refund hopefully more trustful again let a blessing though not how but eliminate trust me,0
clothes like paper kind of material seller didnt state but no wonder for that price still money would be better if seller is honest,0
unsatisfied with the product received with bad condition,0
no paper towel in the image while recording is being donated wipe,0
the neck of the lamp is not stable and keep dropping it can not stay in a fixed position have contacted the seller and they just say twist deg and it will stay but unfortunately not difficult to adjust to your desirable position since the neck is too soft to stay a any position waste of,0
her charger old nge it cash kerdos dented when his ca nice but nge old casnya,0
unpleasant experience with seller first and bad time lesson learnt,0
poor packaging,0
already complained via shopee and through the application turn the application doe not suport the complaint a tokopedia and should via email eh suddenly can not return the item for a limited time la seller repac product and not just photograph on display in the pic i ll go bankrupt aamiin,0
do not expect a quality product from a mouse usable mouse battery cover is brittle no smooth edge around battery ha no indication of aa aaa on off ha no indication a well use common sense to figure out read the instruction manual provided if required,0
im disappointed when i received my parcel it look new but when i ve checked from inside this is what i saw it rusty shoe like old so disgusting to see,0
box is smashed and the size is not exact it smaller than the usual,0
the screw don t fit the smaller one can still go in with a bit of force but the long one don t fit at all the length is completely wrong see photo,0
a pathetic customer service provided by seller received a faulty good mentioned to seller i have indicated that i will change the rating once i received the replacement yet seller decide to give a bad rating to my purchase instead tsk tsk,0
did not receive item,0
too long to be of any use,0
ordered chair and received only,0
product quality is too poor get torn hole and a thin a paper pinch k used,0
would give a star if there is an option for it service is really bad request to change the defective item a u can see got pen mark and scratch dk if used before or display piece waited super long for their reply n action until need to seek help from shopee then they exchange zzz bad dont buy,0
spoilt clock the alarm timing wand is not accurate,0
product not up to the mark it push trigger automatically when u attach it to mobile phone it ha faulty trigger plz dont buy this crap also seems like it is a used product,0
i really doubt that it s one terabyte for such a rediculous price lot of corrupted file don t buy it,0
bough l size too small look like xx,0
i am expecting for a l max kg variation seems like they sent me a small one,0
got a necklace instead pathetic,0
contacted the seller that mine is spoiled after a day of use she nvr get back to me after day bad product,0
super small and wont buy again,0
tried twice hour in dark room this product did not catch any insect one possible reason is that the suction is weak there is suction and the led all light up so most likely can not get any refund my opinion this is a trap but not for mosquito,0
screen protector quality is bad purchase and it doesn t stick fully on my p pro screen the screen became not sensitive after the screen protector is on,0
not able to stick and hold on to my tile wall so please don t get it just wasted my money,0
instruction wa not in english spend hour in finding out why the bluetooth is not working and try updating every device in device manager realise that the product is defective wasted day of my time and money,0
poor touch easily got fingerprint didnt use,0
don t really like it a the mask is too small for my face and the shape of the mask also not really fitting,0
did not even received item but state a delivered messaged seller twice but no reply poor service,0
the protector is not even sticky at all when i pasted on it my camera lens wa blur and when i just flick it up with immediately came off,0
their underground lamp placed t more type jack c hour delivered to his shop a his loan s k bit used by them go lm k ng at home so their home gio moi entitled dum dc regarded saw nv gio k s squeeze together then make use of dc,0
very poor quality came with glue on it and the surface paint came off it looked worn n old n the seller sold this so ex i uploaded damage part at shoppee but shoppee n seller both are dishonest n refuse to refund me n still keep asking for picture when i send them very clear picture on how bad,0
response seller unfavorable,0
disappointed with it no doubt it s cute but it doesn t fit my hard drive,0
look is old like use before,0
do not buy look like a plastic is very small it s for a child under year horrible worst buy misleading photo yet,0
item received not glossy at all material is rough too not worth the price,0
the product do not original speed of delivery is good the response is not good seller,0
ordered pc but received only pc seller ha not replied to my enquiry,0
used voucher and shopee coin a seen in the picture pero ang siningil pa rin sakin is p the product is also smaller shorter than the original so don t be fooled,0
nya problematic needle saggy who nya hard going around sometimes like going around behind,0
smaller than expected it look nice in the picture but the outcome is not for wall sticker but for notebook,0
very poor product quality delivery time below expectation barang x sampai dh bulan,0
took some time to receive the item but this is not the worst the item affect the picture quality when attached to the camera lens essentially it s the quality of the tempered glass that is the problem it is blurry no matter how many time you tried to clean it bad buy,0
the leather is out of shape no nice no nice no nice no nice no nice,0
received but it s not working unable to connect to wifi waste of time,0
fall good until suddenly he asked abah rate,0
ordered xl because my bust cm and underbust cm chart say xl cm for bust but both binder are way too big and loose and long like wearing a loose cropped singlet totally useless and wasted each material also doesn t feel like it ll be comfortable to wear wouldn t recommend,0
well received hope is still useful after changed of packaging disappointed new packaging is different taste and function a old packaging totally no effect at all,0
doesnt work,0
i did not receive my order at all this is the nd time ordering and i didn t have a problem the first time seller insists i received order when i didn t and no refund wa given back to me when requested i had a good experience the first time but disappointed and won t buy again after this,0
glass doe not fit glass can not be used and it size is too small,0
change the caption change that g to g smh,0
received le than day i received but not sure is this supposed to be this way work fine,0
low quality thumb down light skin tone,0
cp value of the poor poor service bad bad service,0
very hard to use i have self apply so many tempered glass before and first time experiencing difficulty in the end i threw it away and used other,0
the bag will be breakable if you put in many thing in even handphone wallet and power bank could be heavy,0
it doesnt support much not recommend,0
colour out from what your have show,0
came crumbled n folded in can t be used poor condition,0
adapter stopped working after le than a week dislike,0
packaging very carefully because the effluent should buy extremely careful packing unfortunately the picture is not the same get a cure for back pain after first contact and then distributed in luxembourg the feel of the shop service not so still underestimated to reduce the upset and to shop again improve not mistaken,0
the information given doe not fit so the size doe not fit and buyer feel aggrieved,0
look like old rag quality ok only the colour and print is bad,0
product wa defective sewing wa poorly done,0
kemasanya not like and it also dpke gmpng brng hilang expressionless face,0
irresponsible seller after receiving n used only for day of the set i bought is slight faulty n no lcd display texted seller but no reply at all very disappointed,0
too small especially thigh part,0
very bad quality totally no scent and no mositure,0
a different shade of yellow compared to the yellow of my iphone dislike scratched on the lens can t be used at all,0
the wait wa long anyway it s also not another piece is one of my brush most awaited sad but relieved face,0
item dented contacted seller but to no avail,0
bad bad quality of good and service of poor quality but also i take my shoe back to the mainland still have pay yuan freight really thumb down,0
may selecting more color also not done,0
seller informed me i can invite a villager but all pc are npc so i am unable to invite them and got an error dislike,0
new period until the cave would stay little cobain,0
item received but dented seller should do more protection in sending out item,0
before being sent please dichek again,0
i got the completely wrong product can i have my refund please or at least send me the correct item please,0
item is in bad condition,0
for litre it is only gram according to seller the weight of perlite is dependent on how crushed it is so mine came super crushed and stuffed into an hdb letterbox,0
it slop together in the mess put in oshawa oshawa oshawa oshawa oshawa oshawa oshawa oshawa oshawa ontario post office a a nice birthday with a beautiful figure a figure,0
regretted purchasing these sim card network is weak g is practically non existent g could not even load instagram story needle to say we had to wait minute for a single webpage to load please do not purchase,0
poorly made low quality jersey material stained stitching wa bad disappointing,0
the tie ddnt same with the picture given very disappointed,0
this is a really disappointing repeated purchase the first version tt i bought wa good left they change the packaging of the filter right that is not the issue the issue is tt the new filter s material doe not allow me to breathe it wrap up my nose a i breathe in,0
nak try to use but the same soap tk sad but relieved face received pink white,0
do not order if you are not keen to wait took a month for my order to arrive useless customer service,0
irresponsible seller msg seller told seller the shield seller ask me pay and buy again bought and both came this way totally cant use it s keep rolling up not straight at all this is not a kid size it s an adult shield seller if you are reading this pls reply my msg,0
pump can release by itself have to force it tonopen to release the air,0
it wa the first time cobain moonella yummy box pesen th march until on march immediately i cobain sour taste my husband also blg wry ta trua asked friend who once bought tidak said his and long exp check box exp sudah deket maret date brati may already stale sad but relieved face,0
not good quality phone will have huge patch of bubble due to the glass being not sticky enough,0
the color that i ordered wa not the one received unamused face,0
good seller response but le good product quality is the whiteness tiipis very unlike the navy yesterday that the first order which also called for size l sent xl party dress white shirt kayak kecewa,0
fast deliver item look good but the box spoilt the deliver guy very rude i wa bz at study room when item deliver my boy ask him just put down while he play game the deliver guy just throw the item at floor lucky item not spoilt not recommend to buy from them for this rude service,0
disappointed tidak corresponding photo thin material banget,0
i got a shocked when i receive the mini never thought it s that small blame myself for not reading the review before the purchase i think you have to use at least ball for each shower luckily i bought a real bath ball elsewhere,0
poor product quality terrible value terrible value,0
after put it on i can t even close my airpods casing frowning face,0
bad service kettle used until day the breaker wa tripped when we use the kettle i wa trying to contact the seller a this item had year warranty stated in the webpage no warranty card receive when product arrived but no reply at all from the seller defective product,0
it non standard delivery is very slow,0
